RESPONDENT,MARITAL,AGE,EDUC,SEX,SIBS,CHILDS,HOMPOP,PRESTG80,INCOME06,RINCOM06,SATFIN,HRS1,DWELOWN,SEI,HAPMAR,EVSTRAY,SPANKING,ABANY,ABDEFCTW,MARHOMO,HAPPY,HEALTH,LIFE,LETDIE1,OWNGUN,NEWS,TVHOURS,FEAR,PARTYID,POLVIEWS,NATENVIR,NATHEAL,NATCRIME,NATEDUC,NATARMS,NATAID,NATFARE,NATSOC,NATCHLD,NATSCI,NATFAREY,CAPPUN,GUNLAW,COURTS,GRASS,FEJOBAFF,DISCAFFM,DISCAFFW,INCGAP,TAXRICH,RELIG,DENOM,FUND,ATTEND,RELITEN,POSTLIFE,PRAY,RELEXP,SEXEDUC,PREMARSX,TEENSEX,XMARSEX,PORNLAW,XMOVIE,PARTNERS,SEXFREQ,SEXORNT,FECHLD,FEPRESCH,FEFAM
1507,2,85,12,2,5,3,1,25,11,0,1,-1,1,29.5,0,0,3,0,0,2,1,2,1,7,0,1,4,0,5,4,0,0,0,0,0,0,0,1,1,1,1,8,1,2,7,0,0,1,0,0,1,34,2,7,1,1,1,1,1,8,1,1,0,7,0,0,3,1,3,2
1508,1,44,14,2,2,3,5,66,98,98,1,40,1,73.2,1,7,3,7,1,0,1,0,0,7,7,1,1,7,5,6,0,0,0,0,0,0,0,2,1,2,1,0,7,2,0,0,0,2,3,2,2,0,2,7,1,1,2,0,1,1,1,0,1,0,-1,-1,0,2,3,3
1509,1,67,13,2,2,4,2,33,98,0,1,-1,0,33.6,1,7,0,0,4,8,1,2,2,7,0,0,-1,0,6,4,0,0,0,0,0,0,0,1,8,2,2,8,1,3,0,0,0,0,2,8,1,22,3,7,1,1,1,0,7,0,0,1,1,0,-1,-1,0,0,0,0
1510,1,63,19,2,4,2,2,64,98,0,1,-1,1,78.5,1,0,4,7,4,0,1,0,0,7,7,1,1,7,6,4,0,0,0,0,0,0,0,2,8,2,2,1,7,3,1,0,0,2,3,4,1,35,2,7,1,1,1,1,1,4,4,0,2,0,1,2,3,1,3,3
1511,1,56,16,1,1,2,2,59,23,21,1,50,1,73.6,1,7,2,7,1,0,2,0,0,1,7,1,2,7,6,6,1,1,1,3,1,3,3,2,3,8,0,1,7,3,0,4,3,0,0,0,1,22,3,3,2,1,2,1,0,2,1,0,2,0,-1,-1,0,3,2,3
1512,2,62,12,2,1,3,1,35,98,0,3,14,1,37.9,0,7,2,7,4,0,3,0,0,1,7,5,5,7,0,2,3,1,2,2,8,3,2,1,2,1,0,8,7,8,1,4,3,0,0,0,2,0,2,7,1,0,1,0,1,3,1,0,1,0,-1,-1,0,2,8,2
1513,1,47,19,1,1,2,4,65,24,0,2,33,1,59.3,1,0,2,7,3,0,1,0,0,1,7,1,4,7,5,5,2,1,2,1,3,3,1,2,2,1,0,0,7,2,0,4,2,0,0,0,2,0,2,7,1,1,2,1,1,4,1,0,2,0,1,4,3,1,3,3
1514,5,60,16,1,2,0,1,49,25,0,1,-1,1,-1,0,7,3,7,4,0,2,0,0,1,7,1,3,7,5,4,1,1,2,1,2,2,2,2,1,2,0,1,7,2,0,2,2,0,0,0,1,41,3,3,2,0,6,0,1,4,2,0,2,0,0,0,3,2,2,3
1515,5,25,16,2,2,0,3,32,19,2,1,40,1,38.9,0,7,1,1,0,1,2,3,2,1,0,3,2,0,2,1,8,1,2,1,2,1,2,2,2,2,0,1,1,2,7,4,2,0,0,0,4,0,3,0,4,0,6,0,1,4,3,2,0,7,1,3,3,2,3,4
1516,1,60,13,1,7,3,2,35,20,17,2,-1,1,25.3,1,7,2,7,1,0,1,0,0,0,7,4,6,7,0,7,1,1,1,2,2,3,1,1,1,3,0,0,7,2,0,1,2,0,0,0,1,12,1,7,1,0,1,1,1,1,1,0,1,0,-1,-1,0,2,1,3
1517,1,59,20,2,1,3,3,69,98,16,1,22,1,82.7,1,0,4,7,4,0,1,0,0,1,7,1,0,7,0,1,1,2,2,1,3,3,2,2,2,1,0,1,7,3,0,4,3,0,0,0,1,60,3,7,9,0,6,0,1,4,4,0,1,0,1,4,3,1,4,4
1518,1,49,18,1,1,0,2,74,22,22,1,44,0,83.7,1,0,0,1,4,2,1,1,1,7,0,0,-1,0,3,5,1,1,3,1,3,3,3,2,2,1,0,1,1,8,1,0,0,0,5,3,4,0,3,3,4,0,1,1,7,0,0,9,3,1,1,6,3,0,0,0
1519,5,23,16,2,3,0,1,61,18,18,1,40,2,82.7,0,7,2,0,0,2,1,2,1,0,0,1,2,0,6,6,1,1,2,1,2,3,3,3,2,2,0,1,1,2,7,3,3,0,0,0,1,70,2,2,2,1,3,0,1,4,1,1,0,7,1,1,3,1,3,3
1520,1,42,17,1,2,5,2,51,20,20,2,47,0,63.5,1,0,0,0,3,2,2,2,1,7,0,0,-1,1,4,6,1,1,2,1,3,3,2,2,2,1,0,1,1,3,0,0,0,0,2,4,1,22,3,4,3,1,3,1,7,0,0,2,2,1,1,3,3,0,0,0
1521,1,24,16,2,1,0,2,55,10,7,1,40,0,56.6,1,0,0,0,1,4,2,2,1,7,0,0,-1,1,5,6,1,1,1,1,2,2,2,2,2,2,0,1,1,2,0,0,0,0,3,2,1,70,2,7,1,1,2,1,7,0,0,1,1,0,1,5,3,0,0,0
1522,5,22,16,2,2,0,3,25,7,7,2,45,2,33.9,0,7,2,1,0,1,2,1,2,1,0,1,2,1,1,2,1,1,2,1,3,2,1,2,1,2,0,0,1,2,7,4,3,0,0,0,4,0,3,0,4,0,6,0,1,4,1,1,0,7,2,5,3,2,3,3
1523,5,24,14,2,4,0,2,49,19,14,3,55,0,64.2,0,7,0,1,4,1,2,2,2,7,1,0,-1,0,5,6,1,1,1,1,1,1,1,1,1,1,0,1,0,2,1,0,0,0,2,1,1,60,9,0,2,1,1,0,7,0,0,1,3,1,1,5,3,0,0,0
1524,1,31,17,1,1,0,2,51,20,0,2,40,0,63.5,1,0,0,1,2,1,1,2,1,7,0,0,-1,0,1,2,1,1,1,1,3,3,2,2,1,1,0,1,1,3,1,0,0,0,2,1,4,0,3,0,4,0,6,0,7,0,0,1,2,1,1,5,3,0,0,0
1525,5,27,13,1,1,0,1,51,14,14,2,40,2,63.5,0,7,1,1,0,1,2,2,2,1,0,1,3,0,7,3,1,1,3,1,2,3,2,3,1,2,0,1,1,3,7,9,3,0,0,0,4,0,3,0,4,8,5,0,1,4,3,1,0,7,5,2,3,2,3,4
1526,5,29,19,2,2,0,1,52,14,14,3,-1,2,69.2,0,7,1,0,0,4,2,3,2,1,0,1,2,1,5,4,1,1,1,1,2,3,1,1,1,2,0,1,1,2,7,2,4,0,0,0,2,0,2,7,1,1,4,0,1,3,1,1,0,7,2,4,3,1,4,4
1527,5,38,20,2,0,0,1,34,9,0,3,-1,2,37.7,0,7,4,0,0,3,3,2,1,1,0,2,2,1,1,4,1,1,1,1,3,2,3,1,1,1,0,0,1,3,7,4,4,0,0,0,4,0,3,0,4,1,2,0,1,4,3,1,0,7,2,1,2,2,3,3
1528,3,26,16,1,3,1,2,52,17,17,2,50,2,69.2,0,0,3,7,3,0,1,0,0,1,7,2,3,7,1,4,1,2,2,2,3,3,1,2,2,2,0,0,7,1,1,4,3,0,0,0,1,22,3,4,2,1,4,0,1,4,2,0,2,1,2,4,3,3,4,4
1529,1,66,12,1,1,2,3,44,20,6,1,25,0,33.9,1,0,0,1,4,4,3,2,2,7,1,0,-1,0,6,6,2,2,1,2,1,3,3,2,2,2,0,1,0,3,1,0,0,0,4,2,2,0,2,2,2,0,6,0,7,0,0,2,3,0,0,0,3,0,0,0
1530,1,51,12,2,18,3,2,48,21,16,3,40,1,67,1,0,2,0,0,5,1,1,1,0,1,4,2,1,6,6,3,3,1,1,1,3,3,3,8,3,0,1,0,2,7,4,4,0,0,0,4,0,3,7,4,1,2,1,0,1,1,1,0,7,1,3,3,3,2,2
1531,1,70,12,2,1,5,2,17,17,0,3,-1,0,29,3,0,0,0,1,5,2,2,1,7,1,0,-1,1,5,5,1,1,1,2,8,8,2,1,8,8,0,1,0,9,0,0,0,0,3,3,1,60,3,8,3,1,1,1,7,0,0,1,1,0,0,0,3,0,0,0
1532,1,40,20,2,0,3,5,51,24,20,1,30,0,63.5,1,0,0,1,4,1,1,2,1,7,0,0,-1,0,1,3,0,0,0,0,0,0,0,1,2,1,1,1,1,3,0,0,0,0,2,3,1,70,2,2,2,1,5,0,7,0,0,2,2,0,1,4,3,0,0,0
1533,1,66,12,2,1,4,2,57,98,0,1,-1,1,50.7,1,0,1,0,0,5,2,2,2,7,1,1,0,0,5,6,0,0,0,0,0,0,0,2,2,2,2,0,1,2,7,0,0,1,0,0,1,60,1,8,1,1,1,0,0,1,1,1,0,7,1,4,3,4,1,1
1534,3,58,14,1,8,6,1,22,7,0,3,-1,2,31.9,0,7,4,0,0,2,2,4,3,7,1,2,5,0,3,8,0,0,0,0,0,0,0,1,1,3,1,1,0,3,7,0,0,2,0,0,1,14,1,0,3,1,1,0,1,3,3,1,0,7,-1,-1,0,3,9,3
1535,1,39,14,1,1,2,4,51,20,18,2,80,1,63.5,1,0,2,7,3,0,1,0,0,7,7,2,1,7,5,5,0,0,0,0,0,0,0,1,1,2,1,1,7,2,0,0,0,3,4,4,2,0,2,3,2,1,3,1,1,4,1,0,1,1,1,2,3,2,2,3
1536,1,78,13,2,9,4,2,47,18,0,2,-1,0,48.5,1,0,0,1,4,2,1,1,2,7,1,0,-1,0,1,5,0,0,0,0,0,0,0,1,1,1,1,1,1,2,0,0,0,0,2,4,2,0,2,7,1,1,2,0,7,0,0,1,1,0,1,3,3,0,0,0
1537,1,50,17,1,4,2,2,68,22,18,2,40,0,64.8,2,1,0,0,2,2,2,2,2,7,0,0,-1,0,1,4,0,0,0,0,0,0,0,2,2,3,2,0,1,2,0,0,0,0,2,2,2,0,2,4,2,1,2,0,7,0,0,1,2,0,1,3,3,0,0,0
1538,2,70,14,2,0,4,1,46,98,0,2,-1,1,38.4,0,0,1,7,8,0,1,0,0,7,7,1,2,7,3,2,0,0,0,0,0,0,0,1,2,1,1,8,7,2,0,0,0,2,8,2,1,35,2,5,1,1,1,1,1,8,1,0,1,0,1,1,3,2,3,2
1539,1,36,18,2,1,2,4,74,21,13,1,35,1,84.2,1,0,3,1,0,1,1,2,1,7,1,2,2,0,0,3,0,0,0,0,0,0,0,1,1,2,1,1,0,2,7,0,0,2,0,0,1,22,3,0,1,1,2,1,1,4,1,1,0,7,1,2,3,2,3,3
1540,1,50,16,2,4,2,2,68,22,21,2,60,0,64.8,1,0,0,1,3,1,2,2,1,7,1,0,-1,1,0,2,0,0,0,0,0,0,0,1,2,2,1,0,0,3,0,0,0,0,2,1,1,22,3,7,3,1,2,1,7,0,0,1,2,1,1,4,3,0,0,0
1541,1,64,14,1,0,3,2,30,2,98,3,-1,1,31.5,1,0,2,1,0,2,2,3,3,7,1,1,4,1,6,4,0,0,0,0,0,0,0,1,2,1,1,1,0,2,7,0,0,1,0,0,2,0,2,2,3,1,5,1,0,3,3,3,0,7,1,0,3,4,1,1
1542,1,72,14,1,3,2,2,30,19,4,2,20,0,35.1,1,0,0,1,4,2,1,2,1,7,1,0,-1,0,6,6,0,0,0,0,0,0,0,1,1,1,1,1,1,3,0,0,0,0,3,3,1,32,1,7,1,1,1,0,7,0,0,1,1,0,1,4,3,0,0,0
1543,1,54,14,2,3,3,3,64,98,98,2,-1,1,78.5,2,0,2,7,4,0,2,0,0,7,7,1,5,7,5,4,0,0,0,0,0,0,0,1,1,1,2,1,7,3,0,0,0,1,3,4,1,60,3,4,2,1,1,0,1,4,1,0,1,0,1,3,3,1,3,4
1544,5,48,14,1,4,0,1,51,24,20,3,55,1,63.5,0,7,1,0,0,5,2,2,2,7,0,1,1,0,5,6,0,0,0,0,0,0,0,2,1,2,2,1,0,2,7,0,0,4,0,0,1,70,2,2,2,0,1,0,1,4,1,1,0,7,1,4,3,3,2,2
1545,2,89,12,2,7,2,1,51,98,0,1,-1,0,63.5,0,0,0,1,3,3,2,2,2,7,1,0,-1,1,5,4,0,0,0,0,0,0,0,1,1,1,1,1,0,2,8,0,0,0,3,3,1,70,2,0,2,1,1,0,7,0,0,1,1,0,0,0,3,0,0,0
1546,5,24,13,1,2,3,5,22,16,0,1,-1,2,28.4,0,7,2,1,0,1,2,2,2,7,0,2,4,0,2,4,0,0,0,0,0,0,0,1,1,1,1,1,1,2,7,0,0,3,0,0,2,0,2,2,2,1,4,1,1,4,1,1,0,7,1,3,3,1,2,3
1547,5,20,12,2,8,0,3,29,17,3,2,-1,2,30.8,0,7,3,0,0,4,2,2,1,7,1,2,2,1,5,6,0,0,0,0,0,0,0,8,1,8,1,1,1,1,7,0,0,2,0,0,1,60,1,1,2,8,5,1,1,1,1,1,0,7,5,3,3,2,2,2
1548,5,27,12,2,3,2,1,34,10,10,2,40,2,37.7,0,7,1,1,0,1,2,1,1,7,0,5,1,1,5,4,0,0,0,0,0,0,0,2,2,8,2,1,1,2,7,0,0,3,0,0,1,38,2,6,2,1,3,1,1,4,1,1,0,7,3,2,3,1,4,4
1549,3,36,19,2,2,1,1,64,21,20,1,-1,1,78.5,0,0,3,1,0,2,1,2,1,7,0,1,1,0,0,4,0,0,0,0,0,0,0,1,2,1,2,1,1,2,7,0,0,2,0,0,1,32,1,3,2,8,5,0,1,4,1,1,0,7,1,8,3,2,3,3
1550,2,31,16,2,2,2,1,46,98,98,2,20,1,53.5,0,7,2,7,1,0,2,0,0,7,7,2,3,7,1,3,0,0,0,0,0,0,0,2,2,1,2,1,7,2,1,0,0,2,4,3,1,22,3,4,2,1,2,0,1,3,2,0,2,0,-1,-1,0,1,4,3
1551,1,31,16,2,1,0,2,48,19,16,2,45,1,67,2,0,1,7,4,0,2,0,0,7,7,4,3,7,6,5,0,0,0,0,0,0,0,8,8,2,2,1,7,3,8,0,0,4,3,3,1,70,2,3,2,1,4,0,1,3,2,0,1,1,1,5,3,1,3,4
1552,1,40,16,2,3,2,4,51,19,0,1,42,1,51.9,1,0,2,7,2,0,2,0,0,7,7,3,1,7,4,6,0,0,0,0,0,0,0,3,8,3,2,1,7,2,0,0,0,3,3,3,1,60,1,7,1,1,1,1,1,2,1,0,1,0,1,5,3,2,2,3
1553,1,23,12,1,2,3,5,48,98,0,1,43,2,53.1,1,0,3,7,4,0,1,0,0,7,7,2,3,7,1,4,0,0,0,0,0,0,0,1,1,2,2,1,7,2,0,0,0,2,1,3,1,70,2,0,2,0,3,1,1,4,3,0,1,1,1,2,3,4,1,1
1554,1,26,14,2,2,2,4,60,5,0,3,-1,0,75.2,1,0,0,0,3,5,1,2,1,7,0,0,-1,0,4,5,0,0,0,0,0,0,0,1,1,1,1,1,1,2,0,0,0,0,4,3,1,60,1,7,1,1,1,1,7,0,0,1,1,0,1,4,3,0,0,0
1555,1,37,12,1,4,3,5,50,22,21,3,60,0,48.9,2,0,0,0,8,5,3,3,2,7,1,0,-1,0,5,4,1,1,1,1,1,3,2,1,2,1,0,1,0,2,8,0,0,0,3,3,4,0,3,0,4,1,6,0,7,0,0,1,2,0,1,4,3,0,0,0
1556,1,35,15,1,3,1,2,49,20,20,2,-1,2,-1,1,0,3,0,0,4,2,3,1,1,1,1,3,1,3,4,1,1,2,1,2,2,2,2,1,1,0,1,1,2,7,4,2,0,0,0,2,0,2,3,1,1,6,1,1,3,1,1,0,7,1,0,3,2,2,2
1557,1,58,19,1,6,6,2,49,21,7,2,55,1,64.1,1,1,2,0,0,4,2,3,1,0,0,2,4,0,1,3,1,1,2,2,1,3,3,2,1,1,0,1,0,1,7,3,3,0,0,0,2,0,2,7,1,1,1,1,1,4,2,2,0,7,3,3,3,1,3,4
1558,1,78,16,1,1,2,2,59,98,0,2,-1,0,73.3,1,7,0,0,4,5,2,3,2,7,1,0,-1,0,5,6,8,2,1,1,1,3,3,2,2,8,0,1,0,2,0,0,0,0,3,3,1,38,2,2,2,1,8,1,7,0,0,1,1,0,-1,-1,0,0,0,0
1559,1,55,15,2,3,2,2,50,19,0,2,34,1,62.5,1,0,1,0,0,2,1,2,1,1,1,2,1,0,2,2,1,1,1,1,3,1,8,1,8,1,0,1,1,2,7,1,4,0,0,0,1,22,3,5,2,1,5,0,1,4,3,1,0,7,1,4,3,2,4,4
1560,3,35,15,2,0,2,1,60,18,17,2,40,1,43.7,0,0,1,1,0,1,1,2,1,1,0,3,0,0,4,4,2,1,1,1,2,2,2,1,1,1,0,1,1,2,7,3,3,0,0,0,1,22,3,2,2,8,3,1,1,4,3,1,0,7,1,5,3,2,2,3
1561,5,40,16,1,2,0,1,44,18,17,2,-1,0,35.4,0,7,0,0,3,2,3,2,2,7,9,0,-1,0,3,5,2,8,2,2,2,3,2,2,2,1,0,8,0,1,8,0,0,0,2,1,1,70,2,0,2,8,3,0,7,0,0,2,2,0,0,0,3,0,0,0
1562,2,32,19,1,2,0,1,48,19,19,2,80,1,73.8,0,0,2,0,0,5,2,3,2,1,1,1,2,0,6,7,2,2,1,1,1,3,3,2,2,1,0,1,0,2,7,4,2,0,0,0,1,41,3,0,2,1,1,0,8,4,1,1,0,7,0,0,3,2,3,3
1563,1,62,12,2,6,6,2,40,13,0,2,-1,0,30.7,1,0,0,0,1,5,1,2,1,7,1,0,-1,1,4,6,1,1,2,3,1,2,1,2,1,2,0,0,1,2,0,0,0,0,2,3,2,0,2,4,1,1,1,0,7,0,0,1,1,0,1,4,3,0,0,0
1564,1,38,12,2,5,3,5,42,98,98,3,45,1,29.3,1,0,1,7,1,0,2,0,0,1,7,1,2,7,3,4,2,1,1,1,2,3,1,1,1,2,0,8,7,2,0,1,3,0,0,0,2,0,2,5,3,1,4,0,1,4,1,0,2,0,1,2,3,2,3,3
1565,2,72,12,2,6,3,1,28,15,0,3,15,1,32.4,0,0,2,7,4,0,3,0,0,8,7,4,8,7,0,4,2,1,2,2,1,3,3,1,3,1,0,8,7,2,0,1,3,0,0,0,1,30,2,3,2,1,2,0,1,8,1,0,1,0,0,0,3,1,1,1
1566,2,49,14,2,6,0,1,53,17,17,2,60,1,86.7,0,0,2,7,4,0,2,0,0,1,7,1,1,7,5,4,1,1,1,1,3,3,1,2,3,3,0,1,7,2,1,1,3,0,0,0,11,70,2,1,9,1,2,0,1,3,1,0,2,0,0,0,3,2,4,4
1567,1,56,15,1,4,6,1,40,25,19,2,89,0,37.3,1,0,0,1,4,5,1,3,1,7,1,0,-1,0,5,4,1,1,1,1,3,3,3,1,1,3,0,0,1,2,0,0,0,0,4,3,1,22,3,1,1,0,2,0,7,0,0,1,1,0,1,0,3,0,0,0
1568,1,50,12,2,5,8,2,54,20,16,3,45,1,49.6,1,0,1,1,0,4,2,3,1,1,1,3,1,0,2,4,1,1,8,1,1,2,3,1,1,8,0,1,1,2,7,1,3,0,0,0,1,60,1,2,2,1,2,1,1,4,2,1,0,7,0,0,3,2,4,3
1569,1,30,14,2,2,2,4,31,20,15,1,24,1,39,1,0,3,7,4,0,1,0,0,1,7,3,1,7,1,5,2,1,1,1,1,2,1,1,1,2,0,9,7,2,0,4,1,0,0,0,2,0,2,7,1,1,2,1,1,4,3,0,2,0,1,2,3,2,3,3
1570,1,44,12,2,4,2,3,51,15,10,2,40,1,63.5,1,0,3,7,4,0,1,0,0,1,7,3,1,7,1,4,2,1,1,1,1,3,2,8,1,1,0,1,7,2,1,4,2,0,0,0,1,60,1,5,1,1,2,1,1,4,3,0,2,0,1,5,3,1,2,4
1571,1,55,12,2,4,1,2,32,19,0,3,60,1,38.9,2,0,1,7,1,0,3,0,0,1,7,3,1,7,3,4,1,3,1,1,3,3,3,1,1,3,0,1,7,2,0,4,2,0,0,0,11,70,2,0,9,1,1,1,1,1,1,0,1,0,0,1,3,2,4,1
1572,1,60,12,2,3,3,2,36,8,0,3,-1,1,26.4,2,1,2,7,2,0,2,0,0,1,7,3,10,7,1,6,1,1,1,1,2,3,2,2,1,1,0,1,7,2,1,2,2,0,0,0,1,38,2,2,2,1,1,0,1,4,2,0,1,0,0,0,3,2,2,3
1573,2,84,8,2,13,7,1,32,5,5,1,18,0,38.9,0,0,0,0,2,2,3,3,1,7,1,0,-1,0,2,2,1,2,3,2,1,3,3,2,2,2,0,8,1,3,0,0,0,0,4,1,2,0,2,7,1,0,3,0,7,0,0,1,2,0,0,0,3,0,0,0
1574,1,47,13,2,9,3,2,36,19,15,3,60,1,26.4,1,0,2,1,0,2,1,1,1,1,1,3,2,0,3,4,2,1,2,1,3,3,2,1,2,8,0,8,1,2,7,4,2,0,0,0,2,0,2,4,2,8,4,0,1,4,1,1,0,7,1,4,3,1,4,4
1575,5,39,12,1,2,1,1,36,17,17,2,64,0,28.6,0,7,0,0,3,5,3,1,1,7,0,0,-1,0,4,4,1,2,2,2,1,3,3,3,1,1,0,1,1,2,0,0,0,0,3,2,1,40,2,2,2,1,5,0,7,0,0,1,2,1,1,1,3,0,0,0
1576,1,19,14,2,0,0,3,28,24,2,1,-1,1,32.4,1,0,3,7,4,0,1,0,0,1,7,1,1,7,7,3,1,1,2,1,1,2,1,1,1,1,0,0,7,1,0,4,3,0,0,0,1,48,3,3,2,1,2,0,1,4,2,0,2,1,1,6,3,1,4,4
1577,1,56,16,1,3,1,4,58,19,0,3,-1,1,59.9,2,0,2,7,4,0,2,0,0,7,7,2,2,7,2,6,0,0,0,0,0,0,0,1,2,1,1,1,7,2,1,0,0,2,2,4,1,48,3,4,2,1,2,0,1,4,1,0,1,0,1,4,3,3,2,3
1578,1,67,12,2,1,3,2,30,12,0,1,-1,1,38.4,2,0,3,7,3,0,2,0,0,7,7,3,8,7,0,8,0,0,0,0,0,0,0,2,2,1,1,1,7,3,1,0,0,2,2,5,1,40,2,7,1,1,3,0,1,2,1,0,1,0,1,3,3,3,3,3
1579,1,54,10,1,7,2,4,32,19,14,1,37,1,36.2,2,0,2,7,2,0,2,0,0,7,7,3,3,7,5,6,0,0,0,0,0,0,0,2,1,2,1,1,7,2,0,0,0,2,2,4,1,32,1,4,2,1,5,1,1,2,1,0,2,0,1,1,3,2,3,2
1580,1,43,10,1,4,2,2,40,10,4,3,89,1,32.3,2,0,1,7,1,0,2,0,0,7,7,2,4,7,4,4,0,0,0,0,0,0,0,1,2,1,1,1,7,2,0,0,0,2,4,4,1,30,2,4,1,1,4,0,1,4,2,0,1,1,0,6,3,1,3,3
1581,1,46,11,1,4,0,2,45,16,16,3,50,3,37.8,1,0,2,7,1,0,2,0,0,7,7,3,5,7,4,3,0,0,0,0,0,0,0,1,1,3,1,1,7,3,0,0,0,2,2,3,4,0,3,0,4,0,2,0,1,4,4,0,2,0,1,5,3,2,3,3
1582,1,74,16,1,2,2,2,45,98,0,1,-1,1,65.8,1,0,2,1,0,3,2,3,2,7,1,1,4,0,0,4,0,0,0,0,0,0,0,1,1,1,1,1,1,2,7,0,0,2,0,0,2,0,2,7,1,1,2,0,1,4,2,1,0,7,1,0,3,2,3,3
1583,1,61,12,2,4,2,2,34,16,2,2,10,1,37.7,2,1,2,7,4,0,2,0,0,7,7,1,6,7,0,2,0,0,0,0,0,0,0,1,1,1,1,0,7,2,0,0,0,2,1,5,1,32,1,2,2,1,4,0,1,4,1,0,2,0,1,3,3,1,4,4
1584,3,62,16,1,6,5,2,51,14,0,2,-1,2,63.5,0,0,3,0,0,2,3,3,3,7,0,3,4,0,2,4,0,0,0,0,0,0,0,1,1,2,1,1,1,2,7,0,0,2,0,0,1,60,1,7,1,8,1,0,1,2,1,1,0,7,0,0,3,3,3,3
1585,3,39,11,1,5,3,1,39,8,8,3,-1,0,34.2,0,0,0,0,2,5,3,4,1,7,1,0,-1,0,7,8,0,0,0,0,0,0,0,1,2,3,1,1,1,2,1,0,0,0,5,5,1,60,1,2,2,0,1,0,7,0,0,1,1,0,1,4,3,0,0,0
1586,1,53,12,1,3,2,2,23,15,10,3,40,1,26.5,1,1,2,7,4,0,1,0,0,7,7,3,2,7,3,4,0,0,0,0,0,0,0,1,1,1,1,1,7,3,1,0,0,1,2,4,4,0,3,0,4,1,6,0,1,4,4,0,2,0,1,1,3,2,3,3
1587,1,72,14,1,3,4,2,36,20,0,2,-1,0,32,1,0,0,0,1,5,1,2,2,7,1,0,-1,0,6,6,0,0,0,0,0,0,0,2,2,1,8,1,1,3,8,0,0,0,1,2,2,0,2,6,2,1,2,1,7,0,0,1,2,0,1,1,3,0,0,0
1588,3,48,14,2,14,4,2,45,14,14,3,37,2,65.8,0,0,3,7,3,0,3,0,0,7,7,3,2,7,5,5,0,0,0,0,0,0,0,1,1,1,1,0,7,2,0,0,0,2,2,4,1,14,1,2,2,1,2,1,1,4,1,0,2,0,1,4,3,2,3,3
1589,3,43,12,2,2,1,2,47,16,14,2,40,2,38,0,0,2,7,4,0,2,0,0,7,7,2,0,7,1,4,0,0,0,0,0,0,0,1,1,1,8,8,7,2,1,0,0,2,2,4,1,70,2,2,2,1,2,0,1,4,1,0,2,1,1,1,3,1,4,3
1590,5,71,15,2,1,0,1,32,15,9,3,12,0,38.9,0,7,0,1,4,2,3,3,1,7,0,0,-1,0,2,4,0,0,0,0,0,0,0,1,1,1,1,0,1,3,0,0,0,0,1,2,1,48,3,7,1,1,1,1,7,0,0,2,1,0,0,0,3,0,0,0
1591,2,73,14,2,1,4,1,49,11,0,1,-1,2,44.3,0,0,1,0,0,4,2,2,2,7,0,1,3,0,2,4,0,0,0,0,0,0,0,2,1,2,1,8,1,3,7,0,0,1,0,0,1,48,3,7,1,8,2,1,1,1,1,1,0,7,0,0,3,1,3,1
1592,3,50,9,1,5,6,2,36,8,0,3,-1,0,28.6,0,0,0,8,8,2,3,3,2,7,1,0,-1,0,3,8,0,0,0,0,0,0,0,1,1,2,1,9,1,3,8,0,0,0,2,8,4,0,3,0,4,1,2,0,7,0,0,1,2,0,1,6,3,0,0,0
1593,5,21,9,1,4,1,2,30,98,98,1,-1,2,35.1,0,7,2,7,1,0,2,0,0,0,7,5,24,7,3,8,8,2,8,1,2,8,8,8,8,2,0,1,7,2,0,8,1,0,0,0,2,0,2,0,1,1,5,0,1,4,1,0,2,1,-1,-1,0,2,3,3
1594,5,27,11,2,2,3,6,31,5,1,1,-1,0,27.5,0,7,0,0,3,5,2,3,1,7,0,0,-1,0,3,8,2,2,3,2,2,8,1,1,1,8,0,8,1,8,0,0,0,0,3,3,4,0,3,0,4,8,3,0,7,0,0,1,2,0,1,8,3,0,0,0
1595,3,53,11,2,3,0,5,51,18,12,2,40,0,36.5,0,7,0,1,4,1,1,3,2,7,0,0,-1,0,3,4,1,1,1,1,2,8,2,2,1,2,0,1,1,1,1,0,0,0,2,4,1,38,2,2,2,0,4,0,7,0,0,1,2,1,-1,-1,0,0,0,0
1596,2,86,11,2,11,5,1,34,11,0,1,-1,0,37.7,0,7,0,0,3,4,3,4,2,7,0,0,-1,0,3,5,2,2,2,2,3,2,2,2,8,2,0,8,1,2,0,0,0,0,8,8,1,70,2,0,2,8,4,0,7,0,0,1,1,0,-1,-1,0,0,0,0
1597,1,40,14,1,1,1,2,45,17,0,2,-1,1,37.8,2,0,4,7,1,0,3,0,0,1,7,3,3,7,1,4,3,1,2,1,3,3,1,2,2,2,0,0,7,3,0,3,2,0,0,0,1,14,1,7,1,1,2,1,1,1,1,0,3,0,1,9,3,3,1,4
1598,1,49,12,1,2,2,3,51,20,17,2,40,1,69.7,1,0,1,1,0,2,2,2,2,1,1,2,2,0,4,4,1,1,1,1,2,3,3,1,1,1,0,0,0,2,7,3,2,0,0,0,2,0,2,5,1,1,2,0,1,4,1,1,0,7,1,3,3,2,3,3
