RESPONDENT,MARITAL,AGE,EDUC,SEX,SIBS,CHILDS,HOMPOP,PRESTG80,INCOME06,RINCOM06,SATFIN,HRS1,DWELOWN,SEI,HAPMAR,EVSTRAY,SPANKING,ABANY,ABDEFCTW,MARHOMO,HAPPY,HEALTH,LIFE,LETDIE1,OWNGUN,NEWS,TVHOURS,FEAR,PARTYID,POLVIEWS,NATENVIR,NATHEAL,NATCRIME,NATEDUC,NATARMS,NATAID,NATFARE,NATSOC,NATCHLD,NATSCI,NATFAREY,CAPPUN,GUNLAW,COURTS,GRASS,FEJOBAFF,DISCAFFM,DISCAFFW,INCGAP,TAXRICH,RELIG,DENOM,FUND,ATTEND,RELITEN,POSTLIFE,PRAY,RELEXP,SEXEDUC,PREMARSX,TEENSEX,XMARSEX,PORNLAW,XMOVIE,PARTNERS,SEXFREQ,SEXORNT,FECHLD,FEPRESCH,FEFAM
930,1,47,16,2,2,2,4,30,98,0,1,-1,1,38.4,1,0,3,1,0,3,2,2,2,7,0,1,2,0,6,5,0,0,0,0,0,0,0,1,1,1,1,8,1,3,7,0,0,2,0,0,4,0,3,0,4,1,2,0,1,4,2,1,0,7,1,5,3,2,3,3
931,5,44,10,1,5,0,6,47,25,18,1,48,1,53.9,0,7,2,7,3,0,2,0,0,7,7,2,4,7,1,3,0,0,0,0,0,0,0,1,2,2,2,1,7,2,1,0,0,2,2,2,2,0,2,1,2,1,3,0,1,4,2,0,2,1,1,1,3,3,3,3
932,3,46,12,2,3,2,4,29,18,4,2,-1,1,30.8,0,0,2,7,3,0,2,0,0,7,7,5,4,7,1,3,0,0,0,0,0,0,0,1,1,2,1,0,7,2,1,0,0,2,1,4,2,0,2,2,2,1,2,0,1,4,1,0,2,0,1,5,3,2,3,2
933,1,34,18,2,1,1,3,61,22,22,1,40,0,76.3,1,0,0,0,4,4,2,2,2,7,0,0,-1,0,3,4,0,0,0,0,0,0,0,2,2,2,2,8,1,2,8,0,0,0,2,3,7,0,9,0,9,0,2,0,7,0,0,1,2,0,1,5,2,0,0,0
934,2,57,20,1,1,0,1,62,25,25,1,45,1,90.3,0,0,2,0,0,4,2,2,2,7,1,1,2,0,5,6,0,0,0,0,0,0,0,3,3,2,1,1,0,2,7,0,0,2,0,0,1,50,3,5,2,1,2,0,1,4,1,1,0,7,0,0,3,2,2,3
935,1,51,14,1,3,2,3,27,21,15,1,45,0,34.3,1,0,0,1,4,5,1,3,1,7,1,0,-1,0,4,4,0,0,0,0,0,0,0,3,3,1,3,1,1,3,1,0,0,0,5,1,1,70,2,2,2,1,5,0,7,0,0,1,2,0,1,4,3,0,0,0
936,2,78,11,2,5,1,1,36,7,0,2,-1,0,25.5,0,0,0,0,4,3,1,1,2,7,0,0,-1,1,0,2,0,0,0,0,0,0,0,1,1,1,1,0,1,3,1,0,0,0,1,2,1,14,1,7,2,1,1,0,7,0,0,1,2,0,0,0,3,0,0,0
937,3,65,14,1,4,2,1,22,11,0,3,-1,2,28.4,0,1,1,0,0,5,2,3,2,7,0,5,8,0,1,2,0,0,0,0,0,0,0,1,8,8,1,1,1,2,7,0,0,1,0,0,1,60,1,8,1,1,2,0,1,1,1,1,0,7,0,0,3,3,1,1
938,3,27,13,2,3,0,1,43,98,98,1,45,0,45.7,0,0,0,0,2,2,2,2,1,7,1,0,-1,1,6,6,0,0,0,0,0,0,0,2,3,1,3,1,1,2,0,0,0,0,4,3,1,18,1,3,2,1,3,1,7,0,0,1,2,0,1,8,3,0,0,0
939,2,89,98,2,8,2,1,23,98,0,2,-1,0,22.5,0,7,0,9,1,5,2,3,2,7,0,0,-1,0,6,4,0,0,0,0,0,0,0,2,2,1,1,1,0,8,8,0,0,0,9,9,1,38,2,7,1,8,1,0,7,0,0,1,2,0,-1,-1,0,0,0,0
940,2,89,12,2,5,2,2,32,98,0,1,-1,1,38.9,0,7,1,0,0,1,2,4,2,7,1,4,4,1,2,4,0,0,0,0,0,0,0,1,8,8,2,0,8,2,7,0,0,2,0,0,1,60,1,8,1,1,1,1,0,1,1,1,0,7,-1,-1,0,3,2,2
941,5,24,12,1,3,1,3,25,98,0,3,4,2,40,0,7,4,1,0,8,2,3,2,7,0,2,4,0,3,7,0,0,0,0,0,0,0,1,1,1,1,1,1,2,7,0,0,1,0,0,4,0,3,4,4,1,1,1,1,8,1,1,0,7,-1,-1,0,1,3,3
942,1,77,12,1,5,3,2,32,16,11,1,-1,1,43.4,1,7,2,7,1,0,1,0,0,7,7,1,4,7,1,6,0,0,0,0,0,0,0,2,2,1,3,1,7,2,8,0,0,4,1,4,1,14,1,3,2,1,2,0,0,1,1,0,1,0,-1,-1,0,1,4,2
943,3,33,0,1,6,1,2,31,9,9,2,40,1,27.5,0,7,2,7,9,0,2,0,0,7,7,5,4,7,2,4,0,0,0,0,0,0,0,3,3,3,3,0,7,2,0,0,0,2,1,4,4,0,3,0,4,0,1,0,0,3,1,0,2,0,-1,-1,0,3,1,1
944,3,38,12,2,5,1,2,20,12,12,3,40,2,21.2,0,0,3,7,4,0,3,0,0,7,7,1,4,7,1,4,0,0,0,0,0,0,0,1,1,1,1,1,7,2,0,0,0,1,1,1,1,60,1,3,2,1,2,1,1,4,1,0,1,0,1,5,3,2,1,4
945,2,73,16,2,2,3,1,66,19,16,1,25,0,73.2,0,0,0,1,4,4,2,2,1,7,0,0,-1,1,5,4,0,0,0,0,0,0,0,2,2,1,3,1,1,3,0,0,0,0,3,5,1,60,1,7,1,1,2,1,7,0,0,1,1,1,0,0,3,0,0,0
946,3,37,12,2,2,0,1,51,98,98,1,60,2,63.5,0,7,3,0,0,2,2,3,2,7,0,3,2,1,3,4,0,0,0,0,0,0,0,1,8,2,1,1,1,3,7,0,0,2,0,0,2,0,2,0,1,1,2,0,1,4,1,2,0,7,-1,-1,0,2,3,3
947,5,24,12,1,3,0,3,39,20,14,1,40,2,34.2,0,7,2,1,0,2,2,1,2,7,0,5,2,1,3,3,0,0,0,0,0,0,0,2,8,2,2,1,1,8,7,0,0,3,0,0,4,0,3,0,4,8,6,0,1,4,2,1,0,7,1,5,3,2,3,3
948,1,67,18,2,2,1,2,42,18,0,2,-1,1,29.3,1,1,4,8,0,2,2,1,1,8,0,1,1,0,1,2,1,1,8,1,3,1,2,8,1,1,0,0,1,1,7,2,2,0,0,0,1,41,3,7,3,1,2,0,1,4,3,2,0,7,1,3,3,1,4,4
949,1,46,15,1,6,1,1,60,22,21,2,65,1,60.5,2,1,2,0,0,4,1,2,1,1,1,2,2,0,1,5,1,1,2,2,1,3,2,8,8,2,0,1,1,2,7,4,3,0,0,0,2,0,2,7,1,1,3,0,1,1,1,1,0,7,1,2,3,2,3,3
950,5,46,18,1,2,0,2,64,9,9,1,20,1,85.1,0,7,2,7,4,0,2,0,0,1,7,1,1,7,2,2,1,1,2,1,3,1,1,2,1,1,0,0,7,3,1,9,3,0,0,0,4,0,3,0,4,8,6,0,1,3,2,0,2,0,1,3,1,2,3,3
951,3,72,14,2,0,8,1,47,24,98,1,-1,1,60.6,0,1,1,0,0,5,1,1,1,1,1,1,2,0,4,7,3,2,1,3,1,3,3,2,2,1,0,1,0,2,7,4,3,0,0,0,2,0,2,1,2,0,5,0,1,4,1,3,0,7,0,0,3,1,4,3
952,1,43,19,2,0,1,3,61,25,22,1,60,1,82.7,1,0,3,0,0,3,1,2,2,0,0,2,1,0,4,6,1,2,2,1,3,1,1,1,2,1,0,1,1,2,7,1,4,0,0,0,4,0,3,0,4,1,5,0,1,1,1,1,0,7,1,2,3,2,3,1
953,5,21,14,1,3,0,5,0,22,0,2,-1,1,-1,0,7,3,0,0,2,2,1,2,0,1,1,3,0,1,4,1,1,2,1,3,3,1,1,1,2,0,1,1,2,7,4,2,0,0,0,2,0,2,7,1,1,2,0,1,3,2,1,0,7,2,1,3,2,3,3
954,1,55,16,2,5,0,2,73,25,21,1,40,0,86.8,1,1,0,1,3,3,2,2,1,7,1,0,-1,0,1,3,1,1,1,1,3,2,1,2,1,2,0,0,1,3,1,0,0,0,2,4,1,14,1,2,2,1,1,1,7,0,0,3,1,0,1,5,3,0,0,0
955,1,47,16,2,2,2,4,51,25,0,1,-1,1,63.5,1,0,2,1,0,2,1,2,2,1,0,1,3,0,5,4,1,1,1,2,1,3,2,1,1,2,0,1,1,3,7,3,2,0,0,0,2,0,2,6,2,1,3,0,1,4,1,1,0,7,1,2,3,2,3,3
956,1,40,18,1,0,2,4,51,98,98,1,48,0,63.5,1,0,0,1,4,4,1,1,1,7,0,0,-1,0,5,5,1,1,2,2,2,3,3,2,2,2,0,1,1,2,0,0,0,0,5,2,1,22,3,5,1,1,2,0,7,0,0,2,2,0,1,5,3,0,0,0
957,3,60,13,2,1,2,1,61,15,15,2,40,1,82.7,0,0,2,1,0,4,2,1,2,0,0,1,3,0,5,4,1,1,1,2,2,2,2,2,2,2,0,0,1,2,7,1,3,0,0,0,1,22,3,7,1,1,1,1,1,2,1,1,0,7,0,0,3,2,3,2
958,5,27,16,1,2,0,2,31,15,0,3,35,0,33.3,0,7,0,1,3,1,2,2,2,7,0,0,-1,0,1,3,1,1,2,1,3,1,2,2,1,1,0,0,1,8,1,0,0,0,4,4,2,0,2,2,2,8,5,0,7,0,0,2,2,1,1,5,3,0,0,0
959,5,28,16,1,2,0,2,47,16,16,1,45,2,60.6,0,7,2,7,3,0,2,0,0,1,7,2,3,7,2,4,1,2,8,1,3,2,2,1,1,1,0,1,7,3,8,3,3,0,0,0,2,0,2,2,2,1,5,0,1,4,3,0,2,0,1,4,3,2,3,3
960,5,79,12,1,2,0,1,43,16,0,1,-1,0,45.9,0,7,0,1,4,2,2,2,2,7,1,0,-1,0,4,7,3,1,1,1,1,3,3,1,1,1,0,1,1,2,0,0,0,0,2,4,4,0,3,0,4,8,5,0,7,0,0,1,3,1,1,4,3,0,0,0
961,5,43,9,2,20,0,1,0,6,0,2,-1,1,-1,0,7,2,0,0,2,2,3,2,0,0,5,4,1,3,4,3,2,2,1,2,3,1,1,1,1,0,0,1,2,7,3,2,0,0,0,4,0,3,0,4,1,6,0,1,4,1,1,0,7,2,1,2,2,3,3
962,5,19,14,2,3,1,2,68,9,9,2,-1,0,64.8,0,7,0,0,4,1,3,1,2,7,0,0,-1,1,0,6,1,8,3,1,1,3,3,1,1,8,0,0,1,8,1,0,0,0,4,1,1,98,9,0,2,1,1,1,7,0,0,1,2,0,1,6,3,0,0,0
963,5,45,12,1,9,0,1,38,14,9,3,24,1,28.6,0,7,2,7,4,0,2,0,0,1,7,2,3,7,0,4,1,1,1,1,1,3,1,1,1,1,0,1,7,2,1,4,2,0,0,0,2,0,2,4,1,1,3,1,1,4,3,0,2,1,0,0,3,2,1,2
964,1,52,16,1,9,4,3,51,21,98,2,50,1,63.5,1,0,2,7,4,0,2,0,0,1,7,2,2,7,0,3,1,1,1,1,3,3,2,1,1,1,0,1,7,3,8,1,4,0,0,0,4,0,3,1,4,1,1,1,1,2,2,0,2,1,1,5,3,3,2,3
965,3,57,16,1,2,0,1,74,19,19,2,45,0,83.7,0,0,0,1,4,5,2,3,3,7,0,0,-1,1,5,5,1,2,1,2,1,2,2,1,2,1,0,0,1,2,0,0,0,0,4,2,1,70,2,2,2,1,3,0,7,0,0,1,1,0,0,0,3,0,0,0
966,5,33,15,2,4,1,1,28,12,12,3,-1,0,32.4,0,7,0,1,4,2,2,1,1,7,0,0,-1,1,2,2,1,1,2,1,3,1,2,1,2,3,0,1,1,8,1,0,0,0,2,4,3,0,3,3,2,1,2,1,7,0,0,1,2,0,1,3,3,0,0,0
967,1,50,13,2,3,1,2,0,25,99,1,45,1,-1,1,7,2,1,0,2,1,2,1,1,1,2,2,0,6,5,1,1,1,1,1,3,3,1,2,1,0,1,1,2,7,4,3,0,0,0,1,28,3,4,1,1,3,0,1,4,1,1,0,7,-1,-1,0,2,3,4
968,2,54,18,1,4,1,1,32,16,16,2,48,0,38.9,0,0,0,1,3,2,2,3,2,7,0,0,-1,0,2,3,2,1,1,1,2,2,2,2,2,1,0,0,1,3,1,0,0,0,2,3,1,22,3,4,3,1,3,0,7,0,0,2,2,0,0,0,3,0,0,0
969,3,50,12,1,4,0,1,52,17,17,3,40,1,69.2,0,0,2,7,2,0,2,0,0,0,7,5,2,7,5,6,2,2,1,2,1,3,2,1,1,1,0,1,7,2,0,4,3,0,0,0,2,0,2,7,1,1,2,0,1,4,1,0,1,0,1,2,3,2,3,2
970,2,77,12,2,2,5,7,42,98,17,1,50,1,29.3,0,0,3,7,4,0,1,0,0,7,7,3,0,7,1,1,0,0,0,0,0,0,0,1,3,8,1,1,7,2,0,0,0,2,2,3,1,60,1,4,1,1,8,1,0,4,3,0,2,0,0,0,3,3,2,1
971,5,22,11,1,1,0,4,42,25,0,1,65,1,32.3,0,7,2,7,8,0,2,0,0,7,7,5,1,7,3,5,0,0,0,0,0,0,0,1,2,2,2,1,7,2,1,0,0,1,2,2,4,0,3,0,4,0,6,0,1,4,1,0,2,1,2,4,3,3,2,2
972,1,76,20,1,4,4,3,72,98,0,1,-1,1,96,1,7,2,7,4,0,2,0,0,7,7,1,2,7,6,6,0,0,0,0,0,0,0,2,2,1,2,1,7,3,1,0,0,2,3,2,1,60,2,7,1,1,1,1,1,1,1,0,2,0,-1,-1,0,3,2,2
973,1,60,16,1,2,2,2,51,25,0,1,-1,1,63.5,1,1,2,1,0,3,2,1,1,7,0,1,2,0,7,7,0,0,0,0,0,0,0,3,3,1,3,1,1,2,7,0,0,2,0,0,4,0,3,2,4,0,6,0,1,4,3,1,0,7,1,1,3,4,2,2
974,1,34,16,1,1,3,5,45,98,98,1,50,1,65.8,1,7,2,7,1,0,1,0,0,7,7,2,1,7,6,7,0,0,0,0,0,0,0,2,1,2,3,1,7,2,9,0,0,2,3,3,99,99,9,7,9,1,1,1,1,1,1,0,1,0,-1,-1,0,3,3,2
975,1,46,16,1,1,2,4,62,98,98,1,50,1,78,1,7,2,1,0,3,2,3,2,7,0,2,2,0,1,4,0,0,0,0,0,0,0,2,8,1,8,1,1,2,7,0,0,2,0,0,2,0,2,6,2,1,5,0,1,3,1,1,0,7,-1,-1,0,1,2,3
976,1,56,12,1,3,3,2,33,20,16,1,32,0,33.6,1,0,0,1,4,4,1,1,1,7,1,0,-1,0,6,6,0,0,0,0,0,0,0,1,2,2,2,1,0,2,0,0,0,0,3,1,1,48,3,0,2,1,5,0,7,0,0,1,2,0,1,2,3,0,0,0
977,1,58,16,1,1,2,2,28,20,19,2,42,1,33.6,2,0,2,0,0,2,2,1,2,7,0,1,2,0,5,5,0,0,0,0,0,0,0,1,2,1,1,1,1,3,7,0,0,2,0,0,1,22,3,7,1,1,2,0,1,3,1,1,0,7,1,1,3,3,3,3
978,1,50,12,2,4,2,3,33,15,12,2,30,0,27.7,2,0,0,0,4,4,2,2,2,7,1,0,-1,0,3,4,0,0,0,0,0,0,0,1,1,3,1,1,1,1,1,0,0,0,2,4,4,0,3,0,4,8,6,0,7,0,0,1,1,0,0,0,3,0,0,0
979,1,38,16,2,1,3,5,46,16,0,8,-1,1,38.4,1,0,1,7,1,0,1,0,0,7,7,2,2,7,5,6,0,0,0,0,0,0,0,2,2,2,2,1,7,2,0,0,0,2,3,1,1,70,2,8,1,1,1,1,0,1,1,0,1,0,1,6,3,3,2,2
980,1,70,20,1,2,2,2,75,20,17,1,-1,1,92.3,1,0,2,7,4,0,1,0,0,7,7,1,1,7,0,4,0,0,0,0,0,0,0,8,8,8,8,0,7,3,0,0,0,2,3,4,3,0,3,4,1,8,5,0,1,3,2,0,2,0,1,4,3,1,4,4
981,1,34,19,1,1,0,2,32,25,98,1,65,0,38.9,1,0,0,0,1,4,1,3,1,7,0,0,-1,0,5,6,0,0,0,0,0,0,0,1,2,1,2,8,0,2,8,0,0,0,5,2,2,0,2,7,1,1,9,0,7,0,0,1,2,0,1,3,3,0,0,0
982,3,39,15,1,1,1,2,48,98,98,2,40,0,61.9,0,0,0,1,4,2,1,1,1,7,1,0,-1,0,0,2,0,0,0,0,0,0,0,1,8,1,1,0,1,1,1,0,0,0,2,3,4,0,3,1,4,0,6,1,7,0,0,1,2,0,1,3,3,0,0,0
983,5,59,16,2,2,0,1,32,98,98,2,40,1,61.9,0,7,2,0,0,5,2,4,2,7,0,2,2,1,3,5,0,0,0,0,0,0,0,2,2,2,1,0,0,2,7,0,0,2,0,0,1,70,2,5,1,1,1,1,8,1,1,1,0,7,99,9,9,2,3,2
984,1,68,20,1,1,1,1,62,21,21,2,40,1,78,2,7,2,0,0,5,2,2,1,7,0,1,0,0,6,5,0,0,0,0,0,0,0,2,2,2,2,1,1,3,7,0,0,2,0,0,1,60,1,2,2,8,3,0,1,4,2,1,0,7,-1,-1,3,1,3,4
985,5,70,7,1,1,0,1,30,7,0,3,-1,2,29.4,0,7,4,7,1,0,3,0,0,7,7,5,3,7,1,6,0,0,0,0,0,0,0,1,1,8,3,1,7,8,0,0,0,2,1,3,1,18,1,8,1,0,1,0,0,4,3,0,1,0,0,0,3,3,2,1
986,4,53,6,1,4,1,1,39,2,0,3,-1,2,34.2,0,1,1,0,0,4,3,4,1,7,0,3,8,0,0,2,0,0,0,0,0,0,0,1,2,2,1,1,0,8,7,0,0,1,0,0,1,60,1,2,1,1,1,1,1,4,1,1,0,7,1,1,3,2,3,2
987,3,62,15,1,10,1,1,36,10,0,3,-1,0,28.6,0,7,0,0,4,5,3,3,1,7,0,0,-1,0,0,1,1,1,1,1,2,3,1,1,2,1,0,0,1,1,1,0,0,0,2,1,1,70,2,4,1,1,1,1,7,0,0,1,2,0,-1,-1,0,0,0,0
988,5,37,16,2,2,0,1,66,18,18,1,50,0,73.2,0,7,0,8,2,4,1,3,1,7,0,0,-1,1,4,4,1,1,1,1,2,2,1,1,2,1,0,0,1,3,1,0,0,0,2,4,1,31,2,3,1,8,1,0,7,0,0,1,2,0,0,0,3,0,0,0
989,5,53,13,2,4,5,4,22,13,0,3,32,1,28.4,0,7,1,1,0,4,3,2,2,0,0,2,10,0,2,4,2,1,1,2,1,1,1,1,1,2,0,1,1,2,7,2,1,0,0,0,3,0,3,0,1,1,1,0,1,1,1,1,0,7,0,0,3,1,1,4
990,1,77,16,1,1,4,2,38,20,0,2,-1,0,39,2,0,0,8,4,4,2,3,2,7,1,0,-1,0,1,4,1,1,1,1,3,1,1,1,1,1,0,8,1,3,0,0,0,0,3,2,1,20,2,7,3,1,2,1,7,0,0,1,1,0,0,0,3,0,0,0
991,1,78,11,2,3,3,2,33,16,0,2,-1,0,33.6,1,0,0,0,1,4,2,2,2,7,1,0,-1,0,6,6,2,1,1,2,1,2,1,1,1,2,0,1,1,2,0,0,0,0,1,4,1,60,1,7,1,1,1,1,7,0,0,1,1,0,0,0,3,0,0,0
992,5,29,18,2,1,1,2,56,21,21,1,-1,1,73.8,0,7,2,7,3,0,1,0,0,1,7,3,2,7,1,2,1,1,2,1,2,3,3,1,2,3,0,1,7,2,1,4,3,0,0,0,1,60,3,3,2,1,1,0,1,4,3,0,2,0,0,0,2,1,3,3
993,5,33,12,1,1,0,2,47,17,10,2,60,0,56.5,0,7,0,1,4,1,1,2,1,7,0,0,-1,1,0,2,1,1,1,1,3,3,1,1,1,2,0,1,1,1,1,0,0,0,1,4,4,0,3,1,4,1,5,0,7,0,0,1,2,1,1,2,3,0,0,0
994,5,62,16,1,1,0,1,46,98,98,3,89,2,62.5,0,7,4,1,0,2,8,3,1,1,0,1,2,1,1,1,1,1,1,1,3,1,1,8,1,1,0,0,1,1,7,8,2,0,0,0,4,0,3,0,4,0,6,1,1,4,4,8,0,7,0,0,3,1,8,4
995,3,39,13,1,2,0,4,31,16,0,3,-1,1,50.3,0,0,3,7,4,0,3,0,0,1,7,4,4,7,6,4,1,1,1,2,2,3,3,1,3,1,0,1,7,2,1,4,2,0,0,0,4,0,3,0,4,1,3,1,1,1,1,0,2,0,0,0,3,3,2,3
996,1,59,13,2,2,2,2,51,20,17,3,48,1,63.5,3,7,2,1,0,3,3,3,2,1,1,5,2,0,3,3,1,1,2,1,1,3,3,3,3,1,0,1,1,2,7,1,2,0,0,0,4,0,3,0,4,0,1,1,1,4,1,1,0,7,-1,-1,0,3,2,2
997,2,74,16,2,2,3,1,46,17,0,1,-1,0,62.5,0,0,0,0,1,4,3,1,1,7,1,0,-1,1,5,4,1,2,3,1,2,3,3,2,1,1,0,0,1,2,0,0,0,0,1,3,2,0,2,8,1,1,1,1,7,0,0,1,2,0,0,0,3,0,0,0
998,3,31,13,2,1,1,4,28,98,12,3,35,1,32.4,0,0,4,7,2,0,2,0,0,0,7,2,3,7,5,4,2,1,1,1,1,3,3,1,1,8,0,0,7,2,0,4,2,0,0,0,2,0,2,3,2,1,3,0,1,4,1,0,2,0,0,0,3,1,4,4
999,3,41,12,1,7,2,3,59,21,21,1,60,0,73.3,0,0,0,0,1,5,2,2,1,7,0,0,-1,0,5,5,1,1,2,2,1,2,3,1,2,2,0,1,1,2,1,0,0,0,5,3,2,0,2,5,1,1,2,1,7,0,0,1,2,1,0,0,3,0,0,0
1000,3,28,13,2,3,2,4,31,18,18,2,52,2,38.5,0,0,1,1,0,1,2,2,1,1,0,1,2,0,5,1,1,1,1,1,3,3,1,1,1,8,0,1,0,2,7,4,1,0,0,0,1,60,9,2,2,1,2,0,1,4,4,1,0,7,1,3,3,1,4,4
1001,1,47,14,2,7,2,2,49,23,16,1,35,1,64.2,1,0,3,1,0,2,2,1,1,0,0,1,2,0,6,5,3,1,1,1,1,2,3,2,2,3,0,1,1,3,7,4,2,0,0,0,2,0,2,3,2,1,2,0,1,3,1,1,0,7,1,9,3,2,2,3
1002,1,75,12,1,5,2,2,44,98,0,1,-1,1,50.7,1,7,2,7,1,0,1,0,0,1,7,1,4,7,4,4,1,1,3,1,3,3,3,2,2,8,0,1,7,3,0,4,3,0,0,0,2,0,2,7,1,1,3,1,1,1,1,0,1,0,-1,-1,0,2,3,2
1003,5,46,18,2,1,0,2,51,24,18,1,47,0,63.5,0,7,0,1,4,1,2,3,2,7,0,0,-1,0,4,3,1,1,1,2,1,3,2,2,2,3,0,1,1,2,0,0,0,0,2,4,11,70,2,2,9,8,5,1,7,0,0,3,2,0,0,0,1,0,0,0
1004,1,33,16,2,4,2,4,52,21,7,1,-1,1,69.2,1,0,2,7,2,0,2,0,0,0,7,5,1,7,5,5,1,1,2,1,1,3,3,3,2,8,0,0,7,2,8,4,1,0,0,0,1,14,1,7,1,1,3,1,1,1,1,0,1,0,1,3,3,3,2,2
1005,1,52,12,1,9,3,2,45,24,22,2,74,1,49.3,1,0,2,0,0,5,1,2,2,7,0,1,1,0,1,6,0,0,0,0,0,0,0,1,1,1,1,1,1,2,7,0,0,3,0,0,1,70,2,7,1,1,1,1,1,1,1,1,0,7,1,5,3,3,3,3
1006,3,37,11,2,6,2,3,47,12,12,3,-1,0,31.2,0,1,0,0,4,2,2,1,1,7,0,0,-1,0,5,6,0,0,0,0,0,0,0,1,1,2,1,1,1,1,0,0,0,0,2,3,1,60,2,7,1,1,2,1,7,0,0,1,1,0,1,4,3,0,0,0
1007,1,26,18,2,2,0,2,52,20,13,1,24,1,69.2,1,0,2,0,0,3,1,1,2,7,1,4,1,0,0,2,0,0,0,0,0,0,0,1,1,2,1,0,1,3,7,0,0,2,0,0,2,0,2,7,1,1,2,1,8,2,1,1,0,7,1,5,3,1,4,4
1008,1,58,12,2,1,3,2,31,25,17,1,32,1,38.5,1,0,3,0,0,3,1,2,1,7,0,2,4,1,5,5,0,0,0,0,0,0,0,1,3,1,2,0,1,2,7,0,0,2,0,0,2,0,2,7,1,1,2,1,1,4,1,1,0,7,1,4,3,4,1,2
1009,1,82,10,2,1,2,2,33,98,0,1,-1,1,27.7,1,0,2,0,0,5,1,2,2,7,1,1,0,1,6,7,0,0,0,0,0,0,0,1,2,2,3,1,1,2,7,0,0,1,0,0,1,60,1,7,1,1,1,1,0,1,1,1,0,7,1,3,3,4,2,1
1010,2,47,14,2,2,2,4,36,18,12,3,-1,1,33.1,0,7,2,0,0,4,2,2,3,7,1,4,6,0,5,6,0,0,0,0,0,0,0,3,1,2,1,1,1,2,7,0,0,2,0,0,1,70,2,7,1,1,1,1,1,1,1,1,0,7,-1,-1,0,2,3,2
1011,1,74,12,2,1,3,2,35,18,0,1,-1,0,40.4,2,0,0,0,2,5,2,2,2,7,1,0,-1,0,5,5,0,0,0,0,0,0,0,2,2,2,2,1,0,2,1,0,0,0,5,3,2,0,2,7,1,1,2,0,7,0,0,1,1,0,1,2,3,0,0,0
1012,1,48,16,2,2,2,3,51,23,3,2,12,1,51.9,2,0,3,7,4,0,2,0,0,7,7,1,2,7,5,5,0,0,0,0,0,0,0,2,2,1,2,1,7,2,0,0,0,2,3,2,1,30,2,3,2,1,2,0,1,4,1,0,2,0,1,2,3,1,3,3
1013,1,38,12,1,2,2,4,33,17,14,3,46,2,33.6,2,0,2,7,3,0,3,0,0,7,7,5,6,7,0,2,0,0,0,0,0,0,0,1,2,2,1,1,7,2,0,0,0,2,2,3,1,11,2,2,2,1,2,1,1,2,1,0,2,0,1,3,3,3,3,3
1014,3,55,12,2,6,2,2,41,16,14,1,40,0,31.4,0,0,0,0,2,4,2,2,2,7,0,0,-1,0,0,4,0,0,0,0,0,0,0,1,1,2,1,0,1,2,1,0,0,0,1,4,1,60,2,2,2,1,3,1,7,0,0,1,2,0,0,0,3,0,0,0
1015,5,27,14,1,1,1,4,44,13,10,2,45,2,50.7,0,7,2,1,0,2,2,2,1,7,0,2,4,0,0,3,0,0,0,0,0,0,0,1,1,2,2,0,1,1,7,0,0,2,0,0,2,0,2,5,1,1,2,0,1,3,1,1,0,7,2,5,3,2,3,3
1016,5,38,11,1,3,0,2,35,14,14,3,40,2,33.1,0,7,2,7,4,0,2,0,0,7,7,2,3,7,3,4,0,0,0,0,0,0,0,2,1,1,1,1,7,2,0,0,0,2,2,8,2,0,2,0,2,0,4,0,1,4,1,0,2,0,0,1,3,1,3,3
1017,1,59,18,1,4,2,4,49,20,19,2,48,1,-1,1,0,2,7,3,0,2,0,0,7,7,1,4,7,0,2,0,0,0,0,0,0,0,2,2,1,1,0,7,1,1,0,0,2,1,5,2,0,2,5,2,8,6,0,1,4,2,0,2,1,1,5,3,2,3,8
1018,1,62,12,2,4,1,2,41,15,0,3,-1,1,31.4,1,0,1,7,4,0,1,0,0,7,7,1,8,7,0,6,0,0,0,0,0,0,0,1,3,3,1,1,7,2,1,0,0,1,1,5,1,22,3,0,1,1,2,0,1,4,1,0,1,0,1,3,3,3,3,3
1019,1,39,19,1,1,3,5,52,19,0,3,-1,0,69.2,1,0,0,1,4,2,3,4,2,7,0,0,-1,0,0,3,0,0,0,0,0,0,0,1,2,8,1,0,1,8,0,0,0,0,1,5,4,0,3,0,4,0,6,0,7,0,0,1,2,0,1,3,3,0,0,0
1020,5,25,13,2,1,0,4,29,98,0,3,15,0,30.8,0,7,0,1,4,1,2,3,1,7,0,0,-1,0,3,4,0,0,0,0,0,0,0,8,1,8,1,0,1,3,8,0,0,0,2,4,5,0,9,0,9,1,3,0,7,0,0,4,2,1,2,1,1,0,0,0
1021,5,22,12,1,4,0,2,42,9,0,2,-1,2,42.2,0,7,2,0,0,2,2,3,2,7,0,3,4,0,2,8,0,0,0,0,0,0,0,1,1,1,2,1,1,2,7,0,0,3,0,0,6,0,9,2,9,1,3,0,1,4,1,3,0,7,1,3,3,1,3,3
1022,1,49,10,1,5,7,4,24,20,11,3,44,2,29.2,2,0,3,7,4,0,2,0,0,7,7,2,1,7,6,6,0,0,0,0,0,0,0,2,1,2,1,1,7,2,0,0,0,2,2,3,2,0,2,5,2,1,2,1,1,4,1,0,2,0,1,4,3,3,2,1
